country,city,state,latitude,city_id,longitude
United States,Albemarle, NC,35.3501426,33887,-80.2000578
United States,Citrus Heights, CA,38.7071247,33891,-121.2810611
United States,Port Angeles,,48.118146,33894,-123.4307413
United States,Dubuque, IA,42.5005583,33898,-90.66457179999999
United States,Wasilla, AK,61.5813889,33905,-149.4394444
United States,Olive Branch, MS,34.9617604,33906,-89.8295315
United States,Bartlesville, OK,36.7473114,33911,-95.98081789999999
United States,Bartlett, TN,35.2045328,33916,-89.8739753
United States,Hunt Valley, MD,39.4900013,33921,-76.65850739999999
United States,Rockdale, TX,30.6554759,33924,-97.00137439999999
United States,Rio Rancho, NM,35.2327544,33944,-106.6630437
United States,Gaithersburg, MD,39.1434406,33945,-77.2013705
United States,Lincolnville, ME,44.2811973,33948,-69.0087018
United States,Rockford, MI,43.1200272,33952,-85.5600316
United States,Carlisle, PA,40.2010241,33955,-77.20027449999999
United States,St Joseph, MI,42.0938577,33960,-86.4895463
United States,Lanoka Harbor, NJ,39.8650878,33967,-74.1573586
United States,Titusville, FL,28.6122187,33970,-80.8075537
United States,Hastings, NE,40.5862583,33974,-98.38987259999999
United States,Newton, NJ,41.0581527,33976,-74.7526651
United States,Chillicothe, MO,39.7952946,33977,-93.5524358
United States,Chanute, KS,37.6792135,34009,-95.4572034
United States,Long Island, NY,40.8517821,34013,-73.099185269027
United States,El Cajon, CA,32.7947731,34019,-116.9625269
United States,Cedartown, GA,34.0112715,34029,-85.25658229999999
United States,Sewickley, PA,40.5364846,34040,-80.1844243
United States,Oswego, NY,43.4553461,34046,-76.5104973
United States,Lewistown, MT,47.0624732,34047,-109.428238
United States,Ambler, PA,40.1545535,34048,-75.22156509999999
United States,Bainbridge, GA,30.9037995,34049,-84.57546990000002
United States,Basking Ridge, NJ,40.7066174,34051,-74.5493284
United States,Avon, CT,,34052,
United States,Mechanicsburg, PA,40.2142565,34053,-77.0085876
United States,Mansfield, TX,32.5631924,34054,-97.1416768
United States,Sayville, NY,,34055,
United States,Harrogate, TN,36.5823046,34057,-83.65685789999999
United States,Howard, OH,40.4077183,34058,-82.3263709
United States,Nantucket, MA,41.2834704,34059,-70.099451
United States,Morehead, KY,38.1839705,34060,-83.4326841
United States,Lake Forest, CA,33.6469437,34061,-117.6861023
United States,Keller, TX,32.9341893,34062,-97.229298
United States,Camarillo, CA,34.2163937,34064,-119.0376023
United States,Garden City, MI,42.3255928,34065,-83.3310422
United States,Brier, WA,47.7845419,34067,-122.2742948
United States,,,38.55810719999999,34068,-91.01208779999999
United States,Ruidoso, NM,33.3672525,34070,-105.6588485
United States,Montecito, CA,34.4366626,34071,-119.6320753
United States,Middletown, OH,39.5150576,34073,-84.39827629999999
United States,Clinton Township, MI,42.5868882,34074,-82.9195514
United States,Gainesville, VA,38.7956706,34075,-77.6138802
United States,Glenwood Springs, CO,39.5505376,34076,-107.3247762
United States,Dover, OH,40.5206198,34077,-81.4740054
United States,Flemington, NJ,40.5123258,34078,-74.85933179999999
United States,Niantic, CT,41.3253756,34079,-72.1931338
United States,Hinsdale, IL,41.8008642,34080,-87.9370052
United States,Vernon, NJ,,34081,
United States,West Lafayette, IN,40.4258686,34082,-86.90806549999999
United States,Selden, NY,,34083,
United States,Cartersville, GA,34.1650972,34085,-84.7999382
United States,Iowa Falls, IA,42.51988679999999,34087,-93.26457409999999
United States,Lake Elsinore, CA,33.6680772,34090,-117.3272615
United States,Ada, OK,34.774531,34092,-96.6783449
United States,Hoffman Estates, IL,42.0629915,34093,-88.12271989999999
United States,Worland, WY,44.01690139999999,34095,-107.9553721
United States,Toms River, NJ,39.9537359,34096,-74.1979576
United States,Tecumseh, OK,35.2578498,34097,-96.9366888
United States,Satellite Beach, FL,28.1761233,34098,-80.59005189999999
United States,Mesquite, NV,36.80553099999999,34099,-114.06719
United States,Centerville, UT,,34100,
United States,Muncie, IN,40.1933767,34101,-85.3863599
United States,Cedarhurst, NY,40.6228819,34102,-73.7242983
United States,Marshall, IL,39.3914252,34103,-87.6936384
United States,Spearville, KS,37.8500191,34104,-99.75679319999999
United States,Wheaton, IL,41.8661403,34110,-88.1070127
United States,Cedarburg, WI,43.2966716,34112,-87.9875898
United States,Woodstock, VA,38.8817784,34113,-78.50584289999999
United States,Odessa, FL,28.1793926,34114,-82.5579537
United States,Cadiz, KY,36.8650496,34121,-87.835295
United States,Tyngsborough,,42.6766696,34124,-71.4244224
United States,Cannon Falls, MN,44.5069113,34127,-92.905484
United States,Farmingdale, NY,40.7325997,34129,-73.4454009
United States,New Richmond, WI,45.1230213,34131,-92.5365865
United States,Discovery Bay, CA,37.9085357,34133,-121.6002291
United States,Spring Hill, TN,35.751179,34135,-86.9300023
United States,California, MD,38.3004029,34156,-76.5074542
United States,New Eagle, PA,40.2078486,34159,-79.9469943
United States,Barnstable, MA,41.7003208,34164,-70.3002024
United States,Dixon, IL,41.8389213,34168,-89.47954779999999
United States,Levittown, PA,40.1551096,34170,-74.8287747
United States,Acton, MA,42.4850931,34177,-71.43284
United States,Magnolia, AR,,34179,
United States,Greenwood, IN,39.6136578,34181,-86.10665259999999
United States,La Grange Park, IL,41.8347535,34193,-87.86172599999999
United States,Brentwood, TN,36.0331164,34213,-86.78277720000001
United States,Port St Joe, FL,29.8118757,34215,-85.30297399999999
United States,Beverly, MA,42.5584283,34216,-70.880049
United States,Gunnison, CO,38.5458246,34220,-106.9253207
United States,High Ridge, MO,38.4589432,34222,-90.5365126
United States,Guadalajara,,20.6734435,34231,-103.3669925
United States,Upper Marlboro, MD,38.8159473,34238,-76.74969089999999
United States,Hanscom AFB, MA,42.45723100000001,34240,-71.2766852
United States,Seagoville, TX,32.6395776,34245,-96.53832279999999
United States,Canoga Park, CA,34.208254,34249,-118.6058609
United States,Lock Haven, PA,,34252,
United States,Fairplay, CO,39.2247125,34254,-106.0019618
United States,Lunenburg, MA,42.5945273,34259,-71.7245035
United States,Shelby, NC,35.2923513,34260,-81.5356463
United States,Snellville, GA,33.857328,34262,-84.0199108
United States,Spanish Fork, UT,40.114955,34272,-111.654923
United States,Pittsfield, IL,39.6078254,34275,-90.8051289
United States,Pooler, GA,32.115481,34280,-81.2470574
United States,Rincon, GA,32.2947732,34281,-81.2353612
United States,Elizabeth City, NC,36.2946008,34289,-76.2510461
United States,Germantown, WI,43.2286174,34294,-88.1103691
United States,Harrison, AR,36.2297936,34295,-93.1076765
United States,Richland, WA,46.2856907,34296,-119.2844621
United States,Yardley, PA,40.245664,34300,-74.8459972
United States,Gresham, OR,45.5059203,34311,-122.4486119
United States,Perry, GA,32.4582065,34312,-83.7315723
United States,Mesquite, TX,32.76679550000001,34318,-96.5991593
United States,Foster City, CA,,34320,
United States,Newnan, GA,33.3806716,34324,-84.79965729999999
United States,Westcliffe, CO,38.1347219,34325,-105.4658353
United States,Cave Creek, AZ,33.8333716,34326,-111.9507042
United States,Kent, OH,,34328,
United States,Effingham, IL,,34329,
United States,Stockholm, ME,47.0422642,34330,-68.1394756
United States,Willoughby, OH,41.6397696,34331,-81.4065011
United States,Hopkins, MN,44.9260794,34332,-93.4044187
United States,Fowler, IN,40.6167044,34333,-87.3208518
United States,Beach park, IL,42.4222435,34334,-87.85729549999999
United States,Bethel, AK,60.7922222,34335,-161.7558334
United States,Downey, CA,33.9401088,34336,-118.1331593
United States,Catonsville, MD,39.2720509,34337,-76.73191609999999
United States,Blackfoot, ID,43.19047090000001,34338,-112.3449773
United States,Farmington, UT,40.9804999,34339,-111.8874392
United States,Eastsound, WA,48.696654,34341,-122.9061068
United States,Lakewood Township, NJ,40.08212899999999,34350,-74.2097014
United States,Edmond, OK,35.6528323,34359,-97.47809540000002
United States,Walden, NY,41.5612048,34363,-74.18848059999999
United States,Buckeye, AZ,,34368,
United States,Dayton, NV,39.2371353,34376,-119.5929521
United States,Moberly, MO,39.4183689,34378,-92.43823669999999
United States,Putnam, CT,41.90460119999999,34384,-71.8689917
United States,Tipton, CA,36.0593973,34389,-119.3120577
United States,Winslow, AZ,,34391,
United States,Huntsville, TX,30.7235263,34393,-95.55077709999999
United States,Saint Charles, IL,41.9141945,34396,-88.3086867
United States,Parkville, MD,,34405,
United States,Evans, GA,33.5337464,34406,-82.1306747
United States,Kingston, MA,41.9932752,34407,-70.7284785
United States,Cheboygan, MI,45.64695630000001,34412,-84.4744795
United States,Garberville, CA,40.1000828,34413,-123.7949199
United States,Dwight, IL,41.0944767,34418,-88.42505969999999
United States,Farmingville, NY,40.8312096,34419,-73.029552
United States,Wylie, TX,33.0151201,34420,-96.5388789
United States,Sinclairville, NY,42.2639471,34421,-79.2586563
United States,Telford, PA,,34423,
United States,Dublin, TX,32.085143,34425,-98.3419882
United States,Tewksbury, MA,,34448,
United States,Keene, NH,42.933692,34449,-72.2781409
United States,Conneaut, OH,41.9475551,34450,-80.5542409
United States,Coventry, RI,41.6885978,34451,-71.5642076
United States,Brownsburg, IN,39.8433769,34453,-86.39777350000001
United States,Corvallis, OR,44.5645659,34457,-123.2620435
United States,Covington, LA,30.4754702,34459,-90.1009108
United States,Riverdale, NJ,40.9939865,34464,-74.3034823
United States,Seal Beach, CA,33.7414085,34465,-118.1047682
United States,Eagle River, AK,61.3293186,34466,-149.56805
United States,Highland Charter Township, MI,42.6380014,34476,-83.6175677
United States,Harpers Ferry, WV,39.3253786,34479,-77.7388818
United States,Jacksonville, AL,33.8137125,34481,-85.76135359999999
United States,Paris, KY,38.2097987,34485,-84.2529869
United States,Milwaukie, OR,45.4462305,34489,-122.6392606
United States,Elizabethton, TN,36.3487196,34494,-82.21068760000001
United States,Mount Pleasant, TX,33.1567863,34509,-94.96826899999999
United States,Hot Springs, AR,34.5037004,34513,-93.0551795
United States,South Beloit, Il,,34517,
United States,Hell, MI,,34519,
United States,Pottsville, PA,40.6856456,34522,-76.195499
United States,Quincy, IL,39.9356016,34523,-91.4098726
United States,Brentwood, CA,37.931868,34526,-121.6957863
United States,Marion, IL,37.7306054,34529,-88.9331256
United States,Largo, FL,27.9094665,34534,-82.7873244
United States,Ironton, OH,38.5367471,34545,-82.6829406
United States,West Orange, NJ,40.7985699,34550,-74.23908279999999
United States,Pinedale, WY,42.8678809,34554,-109.8633501
United States,Los Santos, NV,36.2543026,34557,-115.2215766
United States,Rome, GA,34.257038,34559,-85.1646726
United States,Wenatchee, WA,47.4234599,34563,-120.3103494
United States,Denison, IA,42.024988,34564,-95.3588867
United States,Kansas City, KS,39.106666666667,34571,-94.676388888889
United States,Commerce, MI,42.5750853,34573,-83.48823469999999
United States,Helena, AR,34.5291,34574,-90.58999999999999
United States,Poplar Bluff, MO,36.7569994,34575,-90.392888
United States,Attleboro, MA,,34584,
United States,Gilbert, AZ,33.3528264,34585,-111.789027
United States,Ortonville, MI,42.8522506,34587,-83.4430002
United States,Breckenridge,TX,32.7556768,34608,-98.90228979999999
United States,Wickett, TX,31.5701328,34609,-103.0009898
United States,Everett, MA,42.40843,34610,-71.0536625
United States,Ho-Ho-Kus, NJ,,34611,
United States,Eatontown, NJ,40.2962222,34620,-74.0509725
United States,Wailuku, HI,20.8911111,34626,-156.5047222
United States,Townsend, MT,,34639,
United States,St. Cloud, MN,45.553888888889,34645,-94.170277777778
United States,Safety Harbor, FL,27.9908529,34659,-82.6931553
United States,Garden City, NY,40.7267682,34660,-73.6342954
United States,Cowpens, SC,35.0167918,34664,-81.8039916
United States,Elkton, VA,38.4079042,34665,-78.6236277
United States,Meridian, MS,32.3643098,34667,-88.703656
United States,Lemon Grove, CA,32.7425516,34673,-117.0314172
United States,Arcadia, CA,34.1397292,34688,-118.0353449
United States,Alameda, CA,37.7652065,34698,-122.2416355
United States,Northport, AL,33.229007,34708,-87.5772293
United States,Jefferson City, MO,38.57670170000001,34709,-92.1735164
United States,Gastonia, NC,35.262082,34711,-81.18730049999999
United States,Springfield, VT,43.2984078,34723,-72.4823117
United States,Willow Grove, PA,,34724,
United States,Sugar Land, TX,29.6196787,34731,-95.6349463
United States,Colton, CA,34.0739016,34733,-117.3136547
United States,Lancaster, SC,34.7204257,34753,-80.7709014
United States,Framingham, MA,42.279286,34755,-71.4161565
United States,Anthem, AZ,,34760,
United States,Truckee, CA,,34767,
United States,Elkland, PA,41.9861838,34771,-77.3108127
United States,Elmira, NY,42.0897965,34781,-76.8077338
United States,Grover Beach, CA,35.1216424,34813,-120.6212821
United States,Roxboro, NC,36.3937519,34816,-78.982788
United States,Williamsburg, KY,36.7434169,34825,-84.15965609999999
United States,Croydon, PA,40.08733290000001,34826,-74.9034996
United States,Pleasant Hill, CA,,34827,
United States,Knightdale, NC,35.7876515,34832,-78.4805563
United States,Auburn, CA,38.8965654,34838,-121.0768901
United States,Gatlinburg, TN,35.714259,34840,-83.5101638
United States,Burlington, MA,,34842,
United States,Leesburg, VA,,34844,
United States,Fall River, MA,41.7014912,34846,-71.1550451
United States,Apple Valley, MN,44.7319094,34853,-93.21772000000001
United States,Pawling, NY,,34863,
United States,Loganville, GA,33.8389977,34865,-83.90073819999999
United States,Alliance, OH,40.9153362,34869,-81.10593089999999
United States,Cumberland, ME,43.796573,34875,-70.2585205
United States,Metuchen, NJ,40.5431598,34884,-74.3632049
United States,South Portland, ME,,34887,
United States,Crawfordsville, IN,40.0411536,34894,-86.87445160000001
United States,Jerseyville, IL,,34901,
United States,Rome, NY,43.2128473,34904,-75.4557303
United States,Waunakee, WI,,34916,
United States,Maysville, KY,,34917,
United States,Escondido, CA,33.1192068,34924,-117.086421
United States,Bisbee, AZ,,34929,
United States,Forney, TX,,34940,
United States,Laporte, CO,40.62637110000001,34943,-105.1377578
United States,Southaven, MS,,34948,
United States,Columbus, NE,41.43029730000001,34949,-97.3593904
United States,Villa Rica, GA,,34954,
United States,Rosholt, SD,,34964,
United States,Burbank, CA,,34970,
United States,gideon mo,,36.4520057,34987,-89.9192558
United States,Washington, NC,,35004,
United States,Winfield, AL,33.928993,35006,-87.8172457
United States,Vidalia, GA,32.2176855,35019,-82.4134614
United States,Brookhaven, GA,,35039,
United States,Leander, TX,30.5788055,35040,-97.8530686
United States,Kingston, WA,47.7987072,35046,-122.4981921
United States,Pleasantville, NY,,35049,
United States,Stuart, FL,,35053,
United States,Baraboo, WI,,35066,
United States,Thiensville, WI,,35104,
United States,Floyd, VA,,35116,
United States,San Leandro, CA,,35123,
United States,Vista, CA,,35134,
United States,Parsons, KS,,35136,
United States,West Monroe, LA,,35141,
United States,Bothell, WA,,35145,
United States,Oxford, NC,,35147,
United States,Monrovia, CA,,35151,
United States,Wilmington, OH,,35154,
United States,Kennesaw, GA,,35157,
United States,Edgewood, KY,,35159,
United States,Williamston, NC,,35160,
United States,Woodland Park, CO,,35161,
United States,Lander, WY,,35187,
United States,Tullahoma, TN,,35190,
United States,Greenville, PA,,35191,
United States,Galax, VA,,35193,
United States,Temple Hills, MD,,35199,
United States,Tracy, CA,,35215,
United States,Palestine, TX,,35217,
United States,Severna Park, MD,,35224,
United States,Clarksville, IN,,35228,
United States,Yellow Springs, OH,,35236,
United States,Benton, LA,,35245,
United States,Georgetown, KY,,35257,
United States,Weston, FL,,35271,
United States,Evanston, WY,,35272,
United States,Lemont, IL,,35273,
United States,Payson, UT,,35274,
United States,Canyon Lake, CA,,35275,
United States,Burnsville, MN,,35293,
United States,Granby, CT,,35316,
United States,Los Alamos, NM,,35317,
United States,Bremen, KY,,35319,
United States,Greenfield, IN,,35322,
United States,Wethersfield, CT,,35323,
United States,Manchester, TN,,35328,
United States,Plainsboro, NJ,,35330,
United States,Rochester, PA,,35355,
United States,Downers Grove, IL,,35374,
United States,Valley View, TX,,35375,
United States,Susanville, CA,,35378,
United States,Camdenton, MO,,35381,
United States,Vernon Hills, IL,,35392,
United States,Castro Valley, CA,,35396,
United States,Mount Pleasant, SC,32.7940651,35404,-79.8625851
United States,Whitwell, TN,,35408,
United States,Granbury, TX,,35415,
United States,Hannibal, MO,,35417,
United States,Orange beach, AL,,35424,
United States,Bernalillo, NM,,35427,
United States,Charles Town, WV,,35431,
United States,Abington, MA,,35434,
United States,North Wales, PA,,35459,
United States,Chariton, IA,,35460,
United States,Chillicothe, OH,,35474,
United States,East Hampton, NY,,35477,
United States,Beaufort, SC,,35482,
United States,Smyrna, GA,,35487,
United States,Franklin, NC,,35489,
United States,Cooper City, FL,,35494,
United States,Palmetto, FL,,35495,
United States,Martin, TN,,35497,
United States,Fort Lee, NJ,,35506,
United States,Greene, NY,,35512,
United States,Simpsonville, SC,,35527,
United States,Worthington, OH,,35530,
United States,Manhattan Beach, CA,,35531,
United States,Lexington, MA,,35533,
United States,Robinson, IL,,35538,
United States,Tualtin,  OR,,35555,
United States,Malibu, CA,,35563,
United States,Cambridge, OH,,35571,
United States,Owasso, OK,,35574,
United States,Broomfield, CO,,35587,
United States,Glendale, AZ,,35589,
United States,,,,35592,
United States,Sedona, AZ,,35601,
United States,Lansdale, PA,,35602,
United States,Rushsylvania, OH,,35609,
United States,Ellicott City, MD,,35621,
United States,Akron, OH,41.0814447,3386,-81.5190053
United States,Albuquerque, NM,35.0844909,3387,-106.6511367
United States,Anaheim, CA,33.8352932,3388,-117.9145036
United States,Anchorage, AK,61.2180556,3389,-149.9002778
United States,Arlington, VA,38.8799697,3390,-77.1067698
United States,Atlanta, GA,33.7490987,3391,-84.3901849
United States,Austin, TX,30.267153,3393,-97.7430608
United States,Bakersfield, CA,35.3732921,3395,-119.0187125
United States,Baltimore, MD,39.2903848,3396,-76.6121893
United States,Baton Rouge, LA,30.4582829,3397,-91.1403196
United States,Birmingham, AL,33.5206608,3398,-86.80249
United States,Boise, ID,43.6187102,3399,-116.2146068
United States,Boston, MA,42.35892,3400,-71.05781
United States,Brookhaven, NY,40.7792653,3401,-72.9153827
United States,Buffalo, NY,42.8864468,3402,-78.8783689
United States,Charlotte, NC,35.2270869,3403,-80.8431267
United States,Chesapeake, VA,36.7682088,3404,-76.2874927
United States,Chicago, IL,41.8781136,3405,-87.6297982
United States,Cincinnati, OH,39.1014537,3406,-84.5124602
United States,Cleveland, OH,41.49932,3407,-81.6943605
United States,Colorado Springs, CO,38.8338816,3408,-104.8213634
United States,Columbus, OH,39.962208,3409,-83.000676
United States,Corpus Christi, TX,27.8005828,3410,-97.396381
United States,Dallas, TX,32.7761963,3411,-96.7968994
United States,Denver, CO,39.7391536,3412,-104.9847034
United States,Des Moines, IA,41.6005448,3413,-93.6091064
United States,Detroit, MI,42.331427,3414,-83.0457538
United States,Durham, NC,35.9940329,3415,-78.898619
United States,El Paso, TX,31.7587198,3416,-106.4869314
United States,Fort Wayne, IN,41.079273,3417,-85.1393513
United States,Fort Worth, TX,32.753177,3418,-97.3327459
United States,Fremont, CA,37.5482697,3419,-121.9885719
United States,Fresno, CA,36.7477272,3420,-119.7723661
United States,Garland, TX,32.912624,3421,-96.6388833
United States,Glendale, CA,34.1425078,3422,-118.255075
United States,Grand Rapids, MI,42.9633599,3423,-85.6680863
United States,Greensboro, NC,36.0726354,3424,-79.7919754
United States,Hempstead, NY,40.7062128,3425,-73.6187397
United States,Hialeah, FL,25.8670105,3426,-80.2914626814829
United States,Honolulu, HI,21.3069444,3427,-157.8583333
United States,Houston, TX,29.7604267,3428,-95.3698028
United States,Huntington, WV,38.4192496,3429,-82.445154
United States,Huntington Beach, CA,33.660297,3430,-117.9992265
United States,Indianapolis, IN,39.7683765,3431,-86.1580423
United States,Irving, TX,32.8140177,3432,-96.9488945
United States,Islip, NY,40.7298207,3433,-73.2103934
United States,Jackson, MS,32.2987573,3434,-90.1848103
United States,Jacksonville, FL,30.3321838,3435,-81.655651
United States,Jersey City, NJ,40.7281575,3436,-74.0776417
United States,Kansas City, MO,39.0997265,3437,-94.5785667
United States,Las Vegas, NV,36.1699412,3438,-115.1398296
United States,Lincoln, NE,40.8000554,3439,-96.6674005
United States,Little Rock, AR,34.7464809,3440,-92.2895948
United States,Long Beach, CA,33.8041667,3441,-118.1580556
United States,Los Angeles, CA,34.0522342,3442,-118.2436849
United States,Louisville, KY,38.2542376,3443,-85.759407
United States,Lubbock, TX,33.6720835,3444,-101.858005715545
United States,Madison, WI,43.0730517,3445,-89.4012302
United States,Memphis, TN,35.1495343,3446,-90.0489801
United States,Mesa, AZ,33.4151843,3447,-111.8314724
United States,Miami, FL,25.7742657,3448,-80.1936589
United States,Milwaukee, WI,43.0389025,3449,-87.9064736
United States,Minneapolis, MN,44.9799654,3450,-93.2638361
United States,Mobile, AL,30.6943566,3451,-88.0430541
United States,Modesto, CA,37.6930765,3452,-120.94778707347
United States,Montgomery, AL,32.3668052,3453,-86.2999689
United States,New Orleans, LA,29.9499323,3454,-90.0701156
United States,New York, NY,40.7127837,3455,-74.0059413
United States,Newark, NJ,40.735657,3456,-74.1723667
United States,Norfolk, VA,36.8507689,3457,-76.2858726
United States,Oakland, CA,37.8043637,3459,-122.2711137
United States,Oklahoma City, OK,35.4675602,3460,-97.5164276
United States,Omaha, NE,41.2523634,3461,-95.99798829999999
United States,Orlando, FL,28.5383355,3462,-81.3792365
United States,Oyster Bay, NY,40.8656543,3463,-73.5320685
United States,Paradise, NV,36.0971963,3464,-115.1466753
United States,Philadelphia, PA,39.952335,3465,-75.163789
United States,Phoenix, AZ,33.4483771,3466,-112.0740373
United States,Pittsburgh, PA,40.4406248,3467,-79.9958864
United States,Plano, TX,33.0198431,3468,-96.6988856
United States,Portland, OR,45.5230622,3469,-122.6764816
United States,Raleigh, NC,35.7804015,3470,-78.6390779
